Id,source,SalePrice,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Bath
2278,test,NA,3,3,MetalSd,MetalSd,2,0,0,CBlock,5,0.478844594,1,3,Detchd,1988,-0.155636175,1
2279,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.486989291,2,3,Attchd,1970,-1.159487476,1
2280,test,NA,4,3,MetalSd,MetalSd,2,0,0,BrkTil,7,-0.942045641,1,2,Basment,1961,-1.159487476,1
2281,test,NA,3,4,MetalSd,MetalSd,0,3,1,PConc,7,0.177021505,3,3,Attchd,2001,-0.323603421,2
2282,test,NA,3,4,MetalSd,MetalSd,0,3,1,PConc,7,0.228099258,3,3,Attchd,1997,-0.323603421,2
2283,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.969906234,1,3,Detchd,1973,-0.807744304,1.5
2284,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.969906234,1,3,Detchd,1973,-0.558757564,1.5
2285,test,NA,3,3,Plywood,Brk Cmn,0,0,0,CBlock,7,-0.714517466,1,3,Attchd,1978,-0.880859458,2
2286,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.524136749,1,3,Detchd,1974,-1.013257169,1
2287,test,NA,3,5,VinylSd,VinylSd,0,4,1,PConc,7,1.193933143,3,3,Attchd,2007,0.622941408,2
2288,test,NA,3,4,CemntBd,CmentBd,0,4,1,PConc,7,1.779005593,2,3,Attchd,2006,0.381859009,2
2289,test,NA,3,4,VinylSd,VinylSd,0,5,1,PConc,7,2.159767028,3,3,Attchd,2007,1.227623491,2.5
2290,test,NA,3,5,CemntBd,CmentBd,0,4,1,PConc,7,2.633397107,2,3,Attchd,2007,2.282853008,2.5
2291,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.915327215,3,3,BuiltIn,2006,2.073387973,2.5
2292,test,NA,3,5,VinylSd,VinylSd,0,4,2,PConc,7,1.8811611,3,3,Attchd,2005,1.077441013,2.5
2293,test,NA,3,5,VinylSd,VinylSd,0,5,2,PConc,7,2.131906436,3,3,Attchd,2007,2.077340144,2
2294,test,NA,3,4,MetalSd,MetalSd,0,5,1,PConc,7,1.583981443,3,3,BuiltIn,2005,2.484413703,2.5
2295,test,NA,3,5,CemntBd,CmentBd,0,4,1,PConc,7,3.255617013,3,3,Attchd,2007,1.559605811,2.5
2296,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.184646279,1,3,Detchd,2007,1.286906048,2.5
2297,test,NA,3,5,VinylSd,VinylSd,0,4,2,PConc,7,1.453965343,3,3,BuiltIn,2007,1.184149616,2.5
2298,test,NA,3,5,MetalSd,MetalSd,0,4,1,PConc,7,1.718640975,3,3,Attchd,2006,0.595276215,2.5
2299,test,NA,3,4,VinylSd,VinylSd,0,5,1,PConc,7,2.057611521,2,3,BuiltIn,2004,2.87567858,2.5
2300,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.602555172,3,3,Attchd,2003,1.747333909,2.5
2301,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.398244157,3,3,Attchd,2007,0.626893579,2.5
2302,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,1.8811611,2,3,Attchd,2005,0.22377219,2
2303,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.376689087,2,3,Attchd,2005,0.435213311,2
2304,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,1.871874236,2,3,BuiltIn,2006,0.646654431,2.5
2305,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.734233361,2,3,Attchd,2005,-0.392766404,1.5
2306,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.734233361,2,3,Attchd,2005,-0.392766404,1.5
2307,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.059793535,2,3,Attchd,2005,-0.27420129,2
2308,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.715659633,2,3,Attchd,2006,0.105207076,2
2309,test,NA,3,5,MetalSd,MetalSd,0,4,1,PConc,7,0.423123408,2,3,Attchd,2005,0.150657036,2
2310,test,NA,3,4,MetalSd,MetalSd,0,4,1,PConc,7,0.358115358,3,3,Attchd,2006,-0.349292529,2
2311,test,NA,3,4,VinylSd,Wd Shng,0,4,1,PConc,7,0.023788244,2,3,Attchd,2003,-0.189229625,2
2312,test,NA,3,4,VinylSd,VinylSd,0,0,0,CBlock,7,0.460270865,1,3,Attchd,2007,-0.009405868,3
2313,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.338399463,3,3,Attchd,2005,0.069637542,2.5
2314,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,-0.087654127,3,3,BuiltIn,2007,-0.084497107,2
2315,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.152662177,2,3,Attchd,2006,-0.011381953,2.5
2316,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.57057107,1,3,BuiltIn,2007,0.484615442,2.5
2317,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,-0.394120649,3,3,Attchd,2005,-0.345340358,2
2318,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.152662177,3,3,Attchd,2007,0.006402814,2.5
2319,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.338399463,3,3,Attchd,2007,-0.088449277,2.5
2320,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.05050667,2,3,Attchd,2007,-0.479714155,2
2321,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.729589929,3,3,Attchd,2003,0.174370059,2
2322,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.394120649,3,3,Attchd,2007,-0.463905473,2
2323,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.166592474,3,3,Attchd,2004,-0.754390003,2
2324,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.338399463,3,3,BuiltIn,2004,-0.250488267,2.5
2325,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.283820444,2,3,Attchd,2006,0.047900604,2.5
2326,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,-0.338399463,3,3,BuiltIn,2003,-0.210966562,2.5
2327,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.18052277,3,3,BuiltIn,2003,0.88378466,2.5
2328,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.175879338,3,3,BuiltIn,2002,0.976660666,2.5
2329,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.143375313,2,3,Attchd,2000,0.373954668,2.5
2330,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.059793535,2,3,Attchd,1999,0.283054747,2.5
2331,test,NA,3,4,VinylSd,VinylSd,0,3,2,PConc,7,2.099402411,3,3,Attchd,1998,2.075364058,2.5
2332,test,NA,3,4,MetalSd,MetalSd,0,3,1,PConc,7,1.546833986,3,3,Attchd,1998,3.116760979,2.5
2333,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.323949243,3,3,Attchd,1998,2.136622701,2.5
2334,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.590286965,3,3,BuiltIn,1998,1.747333909,2.5
2335,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.204882097,2,3,Attchd,1992,1.38571031,2.5
2336,test,NA,4,4,VinylSd,VinylSd,0,3,1,PConc,7,2.136549868,2,3,Attchd,1996,2.04967495,2.5
2337,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.613504126,1,3,Attchd,2007,-0.260368693,2
2338,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.760431864,1,3,Attchd,2007,0.081494053,2
2339,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.051648837,3,3,Attchd,2006,0.065685371,2
2340,test,NA,3,5,CemntBd,CmentBd,0,4,1,PConc,7,2.874855578,3,3,Attchd,2007,0.919354194,2
2341,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.033075108,1,3,Attchd,2007,0.05382886,4
2342,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.051648837,2,3,Attchd,2005,0.073589712,2
2343,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.924614079,2,3,Attchd,2005,0.010354985,2
2344,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.469557729,2,3,Attchd,2006,0.941091132,2.5
2345,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,1.792935889,2,3,BuiltIn,2006,0.650606602,2.5
2346,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.581000101,2,3,Attchd,2007,-0.321627335,2
2347,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.474201162,2,3,Attchd,2007,-0.327555591,2
2348,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.543852644,3,3,Attchd,2007,0.575515363,2.5
2349,test,NA,3,4,VinylSd,VinylSd,0,0,0,CBlock,7,0.409193112,1,3,Attchd,2007,0.172393974,3
2350,test,NA,3,4,WdShing,Wd Shng,0,4,1,PConc,7,1.890447964,3,3,Attchd,2007,0.749410864,2.5
2351,test,NA,3,5,CemntBd,CmentBd,0,4,1,PConc,7,0.562426372,3,3,Attchd,2007,0.164489633,2
2352,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.859606029,3,3,Attchd,2006,0.364074242,2
2353,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,5,1.258941193,2,3,BuiltIn,2004,1.861946853,2.5
2354,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,-2.195772319,0,0,NoGarage,1894,-0.791935622,1.5
2355,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-2.195772319,0,0,NoGarage,1894,-0.706963957,1.5
2356,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.478844594,1,3,Detchd,2004,-0.803792134,1
2357,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.432410272,2,3,Attchd,2006,-0.02916672,2
2358,test,NA,3,4,VinylSd,VinylSd,4,0,0,PConc,7,0.088796294,2,3,Attchd,1993,0.630845749,2.5
2359,test,NA,3,3,Plywood,Plywood,3,3,2,CBlock,7,-0.881681023,2,3,Attchd,1980,-0.463905473,1.5
2360,test,NA,3,3,Plywood,Plywood,0,0,0,CBlock,7,-0.76559522,1,3,Detchd,1979,-1.199009181,1
2361,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,0.989622129,3,3,Detchd,1991,-0.910500736,1.5
2362,test,NA,3,4,HdBoard,HdBoard,0,3,1,PConc,7,0.423123408,2,3,Attchd,1990,1.980511967,2.5
2363,test,NA,3,3,Plywood,Plywood,0,0,0,CBlock,7,-0.194453067,2,3,Attchd,1974,-0.916428992,1
2364,test,NA,3,3,CemntBd,CmentBd,0,3,1,CBlock,7,0.320967901,2,3,Attchd,1973,-0.880859458,1
2365,test,NA,3,4,MetalSd,MetalSd,0,4,1,PConc,7,0.311681037,3,3,Attchd,2004,-0.242583926,2
2366,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.051648837,3,3,Attchd,2006,-0.691155275,2
2367,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.01450138,3,3,Attchd,2006,0.126944014,2
2368,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.031932942,2,3,Attchd,2006,-0.293962142,2
2369,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.255959851,3,3,Attchd,2007,0.097302735,2.5
2370,test,NA,3,3,MetalSd,MetalSd,0,3,1,PConc,7,-0.152662177,1,3,Detchd,1999,0.000474558,2.5
2371,test,NA,3,4,MetalSd,MetalSd,0,0,0,PConc,7,-0.152662177,1,3,Detchd,2000,0.142752695,2.5
2372,test,NA,3,4,CemntBd,CmentBd,0,0,0,PConc,7,0.706372769,1,3,Detchd,1999,-0.282105631,2
2373,test,NA,3,4,CemntBd,CmentBd,0,4,2,PConc,7,0.367402222,1,3,Detchd,2003,1.081393184,2.5
2374,test,NA,4,4,VinylSd,VinylSd,0,3,2,PConc,7,2.935220196,2,4,Attchd,1998,1.701883948,2.5
2375,test,NA,3,4,BrkFace,BrkFace,0,4,1,PConc,7,0.023788244,3,3,Attchd,1994,-0.013358038,1.5
2376,test,NA,3,4,VinylSd,MetalSd,0,3,1,CBlock,7,0.33954163,2,4,Attchd,1980,1.701883948,2.5
2377,test,NA,3,4,BrkFace,BrkFace,0,4,2,CBlock,7,0.943187808,2,3,Attchd,1981,1.968655456,2
2378,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,-0.282678277,2,3,Attchd,1968,-0.68917919,1.5
2379,test,NA,3,3,VinylSd,VinylSd,0,1,1,CBlock,7,0.450984001,2,3,Attchd,1970,1.798712125,2.5
2380,test,NA,3,3,HdBoard,HdBoard,0,0,0,PConc,7,0.033075108,1,3,Attchd,1969,-0.827505156,1
2381,test,NA,3,3,HdBoard,HdBoard,0,0,0,PConc,7,0.255959851,3,3,Attchd,1968,-0.406599001,1.5
2382,test,NA,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,7,0.195595233,2,3,Attchd,1972,0.215867849,2
2383,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.004072349,2,3,Attchd,1993,0.184250485,2
2384,test,NA,3,4,MetalSd,MetalSd,0,4,1,PConc,7,0.000571083,1,3,Attchd,1993,1.134747485,2.5
2385,test,NA,3,3,HdBoard,HdBoard,3,2,1,CBlock,7,0.051648837,2,3,Attchd,1966,-0.805768219,2
2386,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.751664923,3,3,Attchd,1963,-0.886787714,1
2387,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,-0.76559522,2,3,Attchd,1967,-0.778103025,1
2388,test,NA,3,3,HdBoard,HdBoard,0,0,0,Slab,7,0.265246715,1,3,CarPort,1964,-0.546901053,2
2389,test,NA,3,3,Wd Sdng,Wd Sdng,2,4,1,CBlock,6,-0.356973191,1,3,Detchd,1966,-0.843313838,1
2390,test,NA,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,7,-0.152662177,2,3,Attchd,1961,-0.620016206,1
2391,test,NA,4,3,VinylSd,VinylSd,4,2,1,CBlock,7,1.444678479,3,3,Detchd,1985,-1.060683215,1
2392,test,NA,3,3,CemntBd,CmentBd,0,0,0,CBlock,7,-0.747021491,1,3,Detchd,1965,-1.199009181,1
2393,test,NA,3,3,HdBoard,Plywood,3,3,1,CBlock,7,-0.152662177,2,3,Attchd,1966,-0.594327098,2
2394,test,NA,3,3,HdBoard,HdBoard,4,0,0,CBlock,7,-0.152662177,2,3,Attchd,1965,-0.906548566,2
2395,test,NA,4,3,MetalSd,MetalSd,3,4,1,CBlock,7,0.307037605,2,3,Attchd,1964,1.290858219,2.5
2396,test,NA,3,3,Wd Sdng,Plywood,3,3,1,CBlock,7,-0.867750727,2,3,Attchd,1964,-0.250488267,1
2397,test,NA,4,3,MetalSd,MetalSd,0,4,1,CBlock,7,0.172378072,2,3,Attchd,1959,0.298863429,1.5
2398,test,NA,3,3,Wd Sdng,HdBoard,3,0,0,PConc,7,0.181664937,1,3,Attchd,1975,-1.171343988,1
2399,test,NA,2,2,WdShing,Wd Shng,3,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.649556616,1
2400,test,NA,3,3,MetalSd,MetalSd,3,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.641652275,1
2401,test,NA,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,-0.76559522,1,3,Detchd,1963,-1.368952512,1
2402,test,NA,4,3,HdBoard,HdBoard,3,0,0,CBlock,7,-0.858463863,3,3,Attchd,1955,-0.69313136,1
2403,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,1.481825936,1,3,Detchd,1968,0.117063587,2
2404,test,NA,3,3,HdBoard,HdBoard,0,3,1,CBlock,7,-0.189809634,3,3,Basment,1966,-0.436240279,2
2405,test,NA,3,3,WdShing,Wd Shng,0,4,1,CBlock,7,0.242029555,2,3,Attchd,1961,-0.487618495,1
2406,test,NA,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,-0.733091195,2,3,Attchd,1957,-1.116013601,1
2407,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.76559522,1,3,Detchd,1964,-0.973735464,1
2408,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,1.017482722,2,3,2Types,1994,-0.884811628,1
2409,test,NA,3,3,HdBoard,HdBoard,0,4,1,CBlock,7,-0.63557912,2,3,Attchd,1960,-0.704987872,1
2410,test,NA,3,3,Wd Sdng,Wd Sdng,0,3,3,CBlock,7,-0.041219806,1,3,Attchd,1957,0.435213311,1
2411,test,NA,3,3,Wd Sdng,Wd Sdng,2,0,0,CBlock,7,-0.76559522,1,3,Attchd,1957,-1.143678795,1
2412,test,NA,3,3,VinylSd,VinylSd,0,3,1,CBlock,7,-0.756308356,2,3,Attchd,1955,-0.177373113,1
2413,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,-0.63557912,2,3,Attchd,1955,-0.562709735,1
2414,test,NA,5,3,VinylSd,MetalSd,0,0,0,CBlock,7,-0.63557912,1,3,Detchd,1962,-0.685227019,1.5
2415,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,0.051648837,1,3,Detchd,1958,0.117063587,2
2416,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.291965142,1,3,Detchd,1952,-1.092300578,1
2417,test,NA,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,7,-0.835246702,3,3,Attchd,1953,-0.910500736,1
2418,test,NA,4,3,VinylSd,VinylSd,0,0,0,CBlock,7,-1.02562742,1,3,Detchd,1956,-1.137750539,1
2419,test,NA,3,3,MetalSd,MetalSd,0,0,0,PConc,7,-0.561284206,1,3,Detchd,2002,0.077541883,1
2420,test,NA,4,3,MetalSd,MetalSd,2,3,2,CBlock,7,-0.384833784,1,3,Attchd,1955,-1.137750539,1
2421,test,NA,3,3,VinylSd,VinylSd,4,2,1,CBlock,6,-0.89561132,3,3,Attchd,1953,0.288983003,1
2422,test,NA,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,7,-0.24553082,1,3,Detchd,1952,-1.139726624,1
2423,test,NA,4,4,VinylSd,VinylSd,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,0.085446224,2
2424,test,NA,3,3,MetalSd,MetalSd,2,4,1,CBlock,7,-0.473058995,1,3,Attchd,1953,0.449045907,1
2425,test,NA,3,3,Wd Sdng,MetalSd,0,0,0,BrkTil,6,3.376346249,1,3,BuiltIn,2007,3.132569661,3.5
2426,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,4,0.497418322,1,3,Detchd,1978,-0.434264194,2
2427,test,NA,4,3,Wd Sdng,HdBoard,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,0.065685371,1.5
2428,test,NA,3,3,Plywood,Plywood,3,3,2,CBlock,7,-0.914185048,1,3,BuiltIn,1963,0.296887344,2
2429,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-1.081348605,1,3,Attchd,1961,-1.210865693,1
2430,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.858463863,1,3,Attchd,1968,-1.084396237,1
2431,test,NA,3,3,WdShing,Wd Shng,0,3,1,CBlock,5,-0.538067045,1,3,Attchd,1950,-0.519235859,1.5
2432,test,NA,3,3,BrkFace,BrkFace,0,0,0,CBlock,7,-0.867750727,2,3,Attchd,1959,-0.910500736,1
2433,test,NA,3,3,BrkFace,BrkFace,0,3,1,CBlock,7,-0.626292256,2,3,Attchd,1958,-0.653609655,1
2434,test,NA,3,3,BrkFace,BrkFace,0,0,0,CBlock,7,-0.691300306,2,3,Attchd,1960,-0.511331518,1.5
2435,test,NA,3,3,BrkFace,BrkFace,3,3,2,CBlock,7,-0.565927638,1,3,Attchd,1965,-0.244560011,1
2436,test,NA,3,3,BrkFace,Wd Sdng,0,0,0,Slab,7,-0.802742677,3,3,Attchd,1961,-1.137750539,1
2437,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.83060327,1,3,Detchd,1962,-1.258291738,1
2438,test,NA,3,3,HdBoard,HdBoard,0,1,1,CBlock,7,-0.858463863,2,3,Attchd,1962,-1.116013601,1
2439,test,NA,4,4,MetalSd,MetalSd,0,0,0,BrkTil,7,0.478844594,2,3,Detchd,1981,-1.068587556,1
2440,test,NA,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,0.478844594,1,3,Detchd,1980,-0.404622915,1
2441,test,NA,3,3,AsbShng,AsbShng,3,4,1,PConc,7,-1.341380805,1,3,Detchd,1922,-0.946070271,1
2442,test,NA,3,3,MetalSd,MetalSd,0,4,1,BrkTil,7,-1.359954534,1,2,Detchd,1920,-1.054754959,1
2443,test,NA,3,3,VinylSd,VinylSd,0,4,2,CBlock,7,-0.435911538,1,3,Detchd,1940,-0.847266009,1
2444,test,NA,3,3,Stucco,Stucco,3,4,1,BrkTil,7,0.478844594,1,3,Detchd,2000,-0.645705315,1
2445,test,NA,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-1.02562742,1,2,Detchd,1930,-0.710916127,1
2446,test,NA,3,3,MetalSd,MetalSd,3,0,0,PConc,7,-0.607718527,1,3,Detchd,1935,0.587371874,2.5
2447,test,NA,4,4,VinylSd,VinylSd,3,0,0,BrkTil,7,1.593268307,1,3,Detchd,1992,0.535993658,2.5
2448,test,NA,3,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,7,-0.459128699,1,3,Detchd,1927,0.279102577,1.5
2449,test,NA,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,0.033075108,1,2,Detchd,1920,-0.531092371,1
2450,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.022646077,1,3,Detchd,1979,0.294911259,2
2451,test,NA,4,3,VinylSd,VinylSd,3,4,1,BrkTil,7,-0.63557912,1,3,Detchd,2004,-0.282105631,1.5
2452,test,NA,4,3,Wd Sdng,Wd Sdng,3,4,1,PConc,7,0.478844594,1,3,Attchd,1950,1.88368379,2
2453,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,-0.658796281,1,2,Attchd,1956,-1.052778874,1
2454,test,NA,3,3,Stucco,Wd Sdng,0,3,1,Slab,4,-0.412694377,2,3,Attchd,1957,-0.234679585,2
2455,test,NA,4,3,MetalSd,MetalSd,0,4,1,PConc,4,-0.76559522,1,2,Detchd,1969,-0.870979032,1
2456,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,-0.76559522,1,3,Detchd,1950,-0.129947067,1
2457,test,NA,4,3,MetalSd,MetalSd,0,0,0,CBlock,7,-1.15564352,1,2,Detchd,1939,-0.448096791,2
2458,test,NA,3,3,MetalSd,VinylSd,2,3,2,CBlock,7,-1.188147545,1,3,Attchd,1939,-0.531092371,1.5
2459,test,NA,3,4,AsbShng,AsbShng,3,0,0,BrkTil,7,-1.081348605,1,3,Detchd,1939,-1.218770034,1
2460,test,NA,3,3,VinylSd,VinylSd,0,4,1,BrkTil,7,0.255959851,1,3,Detchd,1968,-0.181325284,1.5
2461,test,NA,4,3,Wd Sdng,Wd Sdng,3,0,0,BrkTil,7,-0.89561132,1,3,Detchd,1939,-0.353244699,1
2462,test,NA,3,3,Wd Sdng,Wd Sdng,4,4,1,BrkTil,7,-1.127782927,1,2,Detchd,1930,-0.147731835,1
2463,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,7,-0.435911538,1,3,Detchd,1926,-0.434264194,1
2464,test,NA,4,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,7,-0.301252006,1,3,Detchd,1950,1.508227595,2.5
2465,test,NA,4,3,Wd Sdng,Wd Shng,0,0,0,PConc,7,0.478844594,1,3,Detchd,1977,-0.246536096,1
2466,test,NA,3,3,HdBoard,HdBoard,0,0,0,PConc,7,0.478844594,1,3,Detchd,1965,-0.365101211,1
2467,test,NA,3,3,Wd Sdng,Wd Shng,4,4,1,BrkTil,7,-0.078367263,1,3,Attchd,1979,-0.309770824,1.5
2468,test,NA,3,3,AsbShng,AsbShng,3,0,0,CBlock,7,-1.081348605,1,3,Detchd,1920,-0.6476814,2
2469,test,NA,3,3,AsbShng,AsbShng,3,0,0,CBlock,7,-1.192790977,1,3,Detchd,1920,-0.566661905,1
2470,test,NA,3,3,HdBoard,HdBoard,0,4,1,CBlock,7,0.859606029,1,3,Attchd,1963,1.567510152,3
2471,test,NA,5,3,VinylSd,VinylSd,0,3,2,CBlock,7,-0.807386109,3,3,Detchd,1950,0.891689001,1.5
2472,test,NA,3,3,MetalSd,MetalSd,0,4,1,CBlock,7,1.147498822,1,3,Detchd,2006,1.342236435,1.5
2473,test,NA,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-0.171235906,2,3,Detchd,1958,-0.367077296,2
2474,test,NA,2,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.969906234,1,3,Detchd,1910,-0.033118891,2
2475,test,NA,4,3,Wd Sdng,Wd Sdng,0,4,2,CBlock,7,0.116656887,3,3,Attchd,1937,1.514155851,1.5
2476,test,NA,3,3,Plywood,Plywood,3,0,0,CBlock,7,-1.081348605,1,3,Detchd,1942,-0.432288109,1
2477,test,NA,3,3,HdBoard,HdBoard,3,0,0,CBlock,7,-0.76559522,1,3,Detchd,1963,-0.991520231,1
2478,test,NA,3,3,HdBoard,HdBoard,0,3,1,CBlock,5,0.460270865,1,3,Detchd,1964,-0.096353618,1
2479,test,NA,3,3,HdBoard,HdBoard,3,0,0,CBlock,7,-0.152662177,1,3,Detchd,1964,-0.97966372,1
2480,test,NA,4,4,HdBoard,HdBoard,0,1,1,CBlock,7,0.255959851,1,3,Detchd,1970,-0.950022441,2
2481,test,NA,3,3,HdBoard,HdBoard,3,0,0,CBlock,7,-0.969906234,2,3,Attchd,1966,-0.910500736,1
2482,test,NA,3,3,HdBoard,HdBoard,4,0,0,CBlock,7,0.478844594,1,3,Detchd,1989,-1.250387397,1
2483,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.969906234,2,3,Attchd,1968,-1.193080926,1
2484,test,NA,4,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.255959851,1,3,Detchd,1972,-1.102181005,1
2485,test,NA,4,3,Plywood,Plywood,3,0,0,CBlock,7,-0.733091195,1,3,Detchd,1966,-1.163439647,1
2486,test,NA,3,3,BrkFace,BrkFace,0,4,1,CBlock,7,-0.695943738,1,3,Attchd,1956,-0.248512182,1
2487,test,NA,2,3,Wd Sdng,Wd Sdng,0,4,1,CBlock,4,0.766737386,1,3,Attchd,1946,2.278900838,3
2488,test,NA,3,3,Wd Sdng,Wd Sdng,3,4,2,BrkTil,7,-1.15564352,1,3,Attchd,1940,-0.392766404,1.5
2489,test,NA,3,3,VinylSd,VinylSd,0,3,1,CBlock,7,0.098083158,1,3,Attchd,1954,-0.39869466,1
2490,test,NA,3,3,Plywood,Plywood,0,4,2,CBlock,7,-0.788812381,1,3,Attchd,1958,-0.641753144,1
